ID;FROM;TO;WEEK-DAY;HOUR;PRICE;TYPE
5442;Autran Nunes;Mucuripe;4;12;11.92;6
5443;Parque Dois Irmaos;Meireles;1;4;13.2;6
5444;Messejana;Dionísio Torres;7;17;15.7;6
5445;Dende;Mucuripe;6;13;15.48;6
5446;Autran Nunes;Mucuripe;7;8;16.06;6
5447;Autran Nunes;Meireles;3;22;14.1;6
5448;Dende;Meireles;7;2;12.93;6
5449;Parque Dois Irmaos;Aldeota;4;10;12.9;6
5450;Messejana;Dionísio Torres;1;14;14.64;6
5451;Dende;Meireles;1;17;16.72;6
5452;Messejana;Mucuripe;1;1;10.69;6
5453;Cajazeiras;Aldeota;7;8;15.64;6
5454;Autran Nunes;Aldeota;7;24;15.27;6
5455;Cajazeiras;Mucuripe;1;4;11.94;6
5456;Parque Dois Irmaos;Mucuripe;6;21;10.74;6
5457;Cajazeiras;Dionísio Torres;6;13;13.92;6
5458;Dende;Mucuripe;3;7;16.56;6
5459;Autran Nunes;Mucuripe;2;12;13.15;6
5460;Cajazeiras;Mucuripe;3;11;14.25;6
5461;Parque Dois Irmaos;Mucuripe;1;9;13.19;6
5462;Cajazeiras;Aldeota;7;20;14.32;6
5463;Messejana;Aldeota;4;14;14.4;6
5464;Messejana;Aldeota;3;20;9.74;6
5465;Dende;Meireles;6;11;11.99;6
5466;Dende;Mucuripe;6;10;11.94;6
5467;Parque Dois Irmaos;Mucuripe;5;13;11.62;6
5468;Messejana;Dionísio Torres;6;14;15.08;6
5469;Autran Nunes;Meireles;3;21;10.5;6
5470;Autran Nunes;Mucuripe;1;20;10.71;6
5471;Dende;Dionísio Torres;5;4;11.45;6
5472;Autran Nunes;Meireles;1;19;16.66;6
5473;Dende;Dionísio Torres;7;7;17.57;6
5474;Parque Dois Irmaos;Meireles;1;22;11.88;6
5475;Dende;Mucuripe;6;13;12.55;6
5476;Dende;Meireles;7;8;13.88;6
5477;Messejana;Aldeota;7;6;10.88;6
5478;Cajazeiras;Mucuripe;4;20;13.67;6
5479;Cajazeiras;Aldeota;1;22;14.17;6
5480;Autran Nunes;Meireles;1;7;15.28;6
5481;Parque Dois Irmaos;Aldeota;6;3;13;6
5482;Parque Dois Irmaos;Mucuripe;1;14;13.18;6
5483;Autran Nunes;Mucuripe;5;17;13.63;6
5484;Dende;Mucuripe;1;13;15.17;6
5485;Cajazeiras;Meireles;1;23;12.51;6
5486;Parque Dois Irmaos;Mucuripe;3;8;14.42;6
5487;Parque Dois Irmaos;Dionísio Torres;5;1;13.77;6
5488;Messejana;Mucuripe;3;20;12.03;6
5489;Messejana;Aldeota;2;20;13.97;6
5490;Cajazeiras;Aldeota;7;21;14.06;6
5491;Autran Nunes;Mucuripe;5;19;13.13;6
5492;Cajazeiras;Aldeota;3;10;14.16;6
5493;Autran Nunes;Dionísio Torres;7;17;16.95;6
5494;Autran Nunes;Dionísio Torres;7;17;14.91;6
5495;Cajazeiras;Mucuripe;6;9;16.91;6
5496;Cajazeiras;Mucuripe;7;19;14.72;6
5497;Autran Nunes;Mucuripe;3;12;14.55;6
5498;Cajazeiras;Mucuripe;7;5;11.17;6
5499;Parque Dois Irmaos;Mucuripe;3;10;13.43;6
5500;Parque Dois Irmaos;Dionísio Torres;5;14;14.37;6
5501;Dende;Aldeota;2;11;14.57;6
5502;Cajazeiras;Dionísio Torres;1;10;13.96;6
5503;Dende;Dionísio Torres;4;19;13.79;6
5504;Parque Dois Irmaos;Meireles;3;19;16.72;6
5505;Cajazeiras;Meireles;4;7;14.55;6
5506;Messejana;Mucuripe;7;13;15.62;6
5507;Cajazeiras;Meireles;3;23;14.2;6
5508;Autran Nunes;Aldeota;7;6;11.53;6
5509;Cajazeiras;Mucuripe;7;6;11.7;6
5510;Cajazeiras;Dionísio Torres;2;12;14.48;6
5511;Autran Nunes;Mucuripe;1;21;10.5;6
5512;Messejana;Aldeota;7;4;14.05;6
5513;Autran Nunes;Aldeota;7;2;13.06;6
5514;Parque Dois Irmaos;Meireles;1;1;12.77;6
5515;Autran Nunes;Mucuripe;3;8;16.08;6
5516;Parque Dois Irmaos;Meireles;4;14;12.12;6
5517;Parque Dois Irmaos;Meireles;5;13;13.54;6
5518;Autran Nunes;Meireles;5;17;16.35;6
5519;Parque Dois Irmaos;Mucuripe;1;4;11.29;6
5520;Autran Nunes;Dionísio Torres;1;3;10.89;6
5521;Cajazeiras;Dionísio Torres;4;20;10.9;6
5522;Messejana;Mucuripe;6;7;14.44;6
5523;Autran Nunes;Dionísio Torres;6;13;11.72;6
5524;Messejana;Aldeota;3;10;14.85;6
5525;Dende;Aldeota;1;17;15.01;6
5526;Cajazeiras;Mucuripe;6;14;15.21;6
5527;Parque Dois Irmaos;Aldeota;7;13;12.67;6
5528;Messejana;Dionísio Torres;1;2;12.74;6
5529;Messejana;Mucuripe;7;24;13.97;6
5530;Parque Dois Irmaos;Aldeota;6;10;12.88;6
5531;Parque Dois Irmaos;Dionísio Torres;1;19;16.16;6
5532;Cajazeiras;Mucuripe;5;10;12.75;6
5533;Messejana;Mucuripe;1;3;10.76;6
5534;Messejana;Dionísio Torres;4;21;13.53;6
5535;Messejana;Meireles;4;14;12.52;6
5536;Messejana;Aldeota;3;19;16.72;6
5537;Dende;Mucuripe;4;8;13.35;6
5538;Autran Nunes;Aldeota;3;17;16.02;6
5539;Messejana;Aldeota;1;12;13.31;6
5540;Cajazeiras;Mucuripe;7;7;15.65;6
5541;Parque Dois Irmaos;Meireles;5;19;17.2;6
5542;Cajazeiras;Mucuripe;4;14;14.52;6
5543;Cajazeiras;Aldeota;7;21;11.52;6
5544;Messejana;Aldeota;4;20;10.62;6
5545;Cajazeiras;Dionísio Torres;1;1;13.68;6
5546;Dende;Aldeota;1;8;16.02;6
5547;Parque Dois Irmaos;Dionísio Torres;3;14;12.51;6
5548;Messejana;Aldeota;1;19;14.07;6
5549;Messejana;Mucuripe;1;1;13.18;6
5550;Messejana;Meireles;3;20;10.7;6
5551;Cajazeiras;Aldeota;4;23;13.99;6
5552;Messejana;Aldeota;7;21;12.98;6
5553;Dende;Aldeota;6;7;13.08;6
5554;Autran Nunes;Mucuripe;4;12;12.7;6
5555;Messejana;Mucuripe;1;4;14.23;6
5556;Cajazeiras;Aldeota;7;20;10.67;6
5557;Autran Nunes;Mucuripe;3;13;13.43;6
5558;Messejana;Dionísio Torres;1;5;10.83;6
5559;Parque Dois Irmaos;Meireles;1;8;15.53;6
5560;Dende;Mucuripe;4;10;11.83;6
5561;Cajazeiras;Dionísio Torres;6;17;16.64;6
5562;Dende;Dionísio Torres;1;18;17.28;6
5563;Messejana;Meireles;5;9;16.5;6
5564;Cajazeiras;Dionísio Torres;5;14;14.79;6
5565;Messejana;Dionísio Torres;4;10;13.27;6
5566;Autran Nunes;Aldeota;7;10;11.69;6
5567;Autran Nunes;Mucuripe;4;20;10.15;6
5568;Dende;Aldeota;4;12;13.18;6
5569;Parque Dois Irmaos;Meireles;1;5;11.3;6
5570;Dende;Aldeota;6;10;11.86;6
5571;Cajazeiras;Aldeota;5;8;15.76;6
5572;Parque Dois Irmaos;Mucuripe;1;8;15.57;6
5573;Dende;Meireles;2;6;14.57;6
5574;Cajazeiras;Mucuripe;3;12;14.96;6
5575;Cajazeiras;Dionísio Torres;1;6;13.37;6
5576;Dende;Meireles;1;14;14.2;6
5577;Messejana;Meireles;7;17;15.02;6
5578;Dende;Dionísio Torres;3;13;15.82;6
5579;Cajazeiras;Meireles;2;11;14.21;6
5580;Cajazeiras;Dionísio Torres;3;12;13.19;6
5581;Parque Dois Irmaos;Mucuripe;5;20;14.35;6
5582;Parque Dois Irmaos;Meireles;5;17;16.13;6
5583;Messejana;Dionísio Torres;4;14;15.38;6
5584;Messejana;Dionísio Torres;2;10;13.45;6
5585;Autran Nunes;Dionísio Torres;4;22;14.09;6
5586;Parque Dois Irmaos;Meireles;1;9;15.57;6
5587;Cajazeiras;Meireles;2;9;14.28;6
5588;Parque Dois Irmaos;Meireles;5;13;15.2;6
5589;Dende;Aldeota;3;6;12.09;6
5590;Autran Nunes;Aldeota;6;12;14.86;6
5591;Parque Dois Irmaos;Mucuripe;4;14;12.32;6
5592;Dende;Aldeota;1;23;10.83;6
5593;Dende;Mucuripe;1;3;10.7;6
5594;Cajazeiras;Mucuripe;4;16;12.51;6
5595;Dende;Dionísio Torres;6;24;14.97;6
5596;Autran Nunes;Mucuripe;5;13;11.65;6
5597;Parque Dois Irmaos;Mucuripe;2;10;12.12;6
5598;Cajazeiras;Dionísio Torres;2;14;12.11;6
5599;Cajazeiras;Mucuripe;1;1;11.38;6
5600;Cajazeiras;Mucuripe;5;9;14.79;6
5601;Parque Dois Irmaos;Mucuripe;5;8;14.91;6
5602;Autran Nunes;Meireles;5;8;17.12;6
5603;Dende;Mucuripe;2;14;13.51;6
5604;Autran Nunes;Dionísio Torres;2;12;13.67;6
5605;Messejana;Dionísio Torres;7;21;12.87;6
5606;Autran Nunes;Mucuripe;1;22;11.12;6
5607;Messejana;Mucuripe;7;17;13.97;6
5608;Cajazeiras;Dionísio Torres;6;23;12;6
5609;Cajazeiras;Mucuripe;3;13;14.56;6
5610;Parque Dois Irmaos;Meireles;1;18;15.32;6
5611;Messejana;Meireles;4;12;14.69;6
5612;Messejana;Dionísio Torres;1;23;13.73;6
5613;Dende;Aldeota;5;18;14.6;6
5614;Parque Dois Irmaos;Mucuripe;7;16;14.67;6
5615;Cajazeiras;Mucuripe;6;14;14.28;6
5616;Autran Nunes;Mucuripe;2;23;12.43;6
5617;Dende;Aldeota;2;14;14.11;6
5618;Dende;Dionísio Torres;2;13;14.89;6
5619;Dende;Dionísio Torres;3;10;11.83;6
5620;Parque Dois Irmaos;Aldeota;4;0;10.3;6
5621;Messejana;Aldeota;1;20;12.86;6
5622;Autran Nunes;Aldeota;6;24;15.36;6
5623;Cajazeiras;Meireles;1;18;15.09;6
5624;Dende;Dionísio Torres;1;21;11.78;6
5625;Autran Nunes;Aldeota;7;1;14.01;6
5626;Messejana;Dionísio Torres;4;8;13.57;6
5627;Autran Nunes;Mucuripe;7;22;11.25;6
5628;Parque Dois Irmaos;Dionísio Torres;1;5;12.01;6
5629;Dende;Aldeota;1;0;11.83;6
5630;Cajazeiras;Dionísio Torres;6;17;14.36;6
5631;Parque Dois Irmaos;Mucuripe;1;22;11.55;6
5632;Autran Nunes;Aldeota;7;15;14.94;6
5633;Parque Dois Irmaos;Meireles;4;24;14.09;6
5634;Autran Nunes;Meireles;7;0;11.12;6
5635;Dende;Dionísio Torres;5;20;13.48;6
5636;Autran Nunes;Dionísio Torres;2;13;13.25;6
5637;Cajazeiras;Dionísio Torres;1;8;15.78;6
5638;Dende;Meireles;6;23;11.55;6
5639;Dende;Aldeota;5;1;11.36;6
5640;Dende;Dionísio Torres;4;20;10.49;6
5641;Dende;Aldeota;6;14;12.7;6
5642;Cajazeiras;Dionísio Torres;6;12;15.71;6
5643;Messejana;Meireles;7;0;11.89;6
5644;Parque Dois Irmaos;Mucuripe;1;24;14.98;6
5645;Parque Dois Irmaos;Mucuripe;6;7;14.12;6
5646;Cajazeiras;Meireles;4;19;17.31;6
5647;Autran Nunes;Dionísio Torres;6;13;12.23;6
5648;Parque Dois Irmaos;Aldeota;1;12;15.79;6
5649;Cajazeiras;Meireles;6;9;16.53;6
5650;Messejana;Aldeota;5;13;12.48;6
5651;Cajazeiras;Dionísio Torres;6;20;12.07;6
5652;Cajazeiras;Meireles;3;12;15.4;6
5653;Parque Dois Irmaos;Meireles;4;10;13.03;6
5654;Messejana;Aldeota;2;12;15.32;6
5655;Autran Nunes;Mucuripe;5;7;16.26;6
5656;Parque Dois Irmaos;Mucuripe;3;13;11.74;6
5657;Dende;Aldeota;5;18;14.96;6
5658;Cajazeiras;Meireles;1;23;13.49;6
5659;Messejana;Aldeota;4;15;15.81;6
5660;Cajazeiras;Dionísio Torres;7;7;17.53;6
5661;Messejana;Meireles;7;3;14.26;6
5662;Dende;Dionísio Torres;4;11;14;6
5663;Autran Nunes;Aldeota;1;20;13.75;6
5664;Messejana;Meireles;3;21;12.81;6
5665;Dende;Meireles;1;10;11.77;6
5666;Autran Nunes;Meireles;3;17;15.71;6
5667;Cajazeiras;Dionísio Torres;3;20;14.29;6
5668;Cajazeiras;Dionísio Torres;6;10;12.05;6
5669;Cajazeiras;Aldeota;6;7;16.01;6
5670;Autran Nunes;Meireles;7;18;14.89;6
5671;Cajazeiras;Meireles;5;14;13.54;6
5672;Cajazeiras;Dionísio Torres;6;18;15.39;6
5673;Messejana;Dionísio Torres;3;18;14.81;6
5674;Dende;Aldeota;7;11;13.01;6
5675;Autran Nunes;Dionísio Torres;5;10;13.8;6
5676;Autran Nunes;Meireles;5;14;15.12;6
5677;Messejana;Mucuripe;4;10;13.36;6
5678;Autran Nunes;Dionísio Torres;1;22;13.14;6
5679;Cajazeiras;Mucuripe;6;17;16.12;6
5680;Autran Nunes;Meireles;3;11;14.62;6
5681;Messejana;Aldeota;7;9;16.21;6
5682;Messejana;Aldeota;1;5;13.52;6
5683;Cajazeiras;Meireles;2;23;13.86;6
5684;Messejana;Dionísio Torres;3;13;12.44;6
5685;Cajazeiras;Aldeota;7;15;13.28;6
5686;Parque Dois Irmaos;Meireles;7;3;13.09;6
5687;Messejana;Dionísio Torres;3;19;16.36;6
5688;Dende;Mucuripe;3;19;15.62;6
5689;Cajazeiras;Mucuripe;7;17;17.44;6
5690;Messejana;Aldeota;6;12;11.61;6
5691;Parque Dois Irmaos;Mucuripe;1;22;14.6;6
5692;Cajazeiras;Mucuripe;6;12;14.53;6
5693;Cajazeiras;Meireles;6;17;16.88;6
5694;Dende;Mucuripe;5;18;13.39;6
5695;Cajazeiras;Mucuripe;1;10;12.3;6
5696;Messejana;Aldeota;1;23;10.62;6
5697;Dende;Meireles;6;13;14.17;6
5698;Dende;Meireles;7;13;14.55;6
5699;Parque Dois Irmaos;Aldeota;7;2;12.87;6
5700;Autran Nunes;Aldeota;5;14;12.65;6
5701;Dende;Mucuripe;2;12;15.54;6
5702;Autran Nunes;Aldeota;5;24;12.7;6
5703;Autran Nunes;Dionísio Torres;7;23;13.71;6
5704;Cajazeiras;Dionísio Torres;6;13;15.08;6
5705;Dende;Meireles;6;0;13.86;6
5706;Parque Dois Irmaos;Meireles;5;13;12.02;6
5707;Dende;Mucuripe;2;22;13.58;6
5708;Dende;Aldeota;1;5;13.59;6
5709;Dende;Mucuripe;7;17;14.53;6
5710;Autran Nunes;Mucuripe;5;24;13.54;6
5711;Autran Nunes;Mucuripe;3;15;14.59;6
5712;Autran Nunes;Meireles;6;20;13.13;6
5713;Cajazeiras;Dionísio Torres;7;6;13.59;6
5714;Parque Dois Irmaos;Meireles;5;18;14.94;6
5715;Parque Dois Irmaos;Aldeota;6;8;14.48;6
5716;Messejana;Meireles;7;20;10.02;6
5717;Dende;Aldeota;5;24;14.3;6
5718;Autran Nunes;Dionísio Torres;1;20;11.09;6
5719;Autran Nunes;Mucuripe;1;10;14.32;6
5720;Autran Nunes;Mucuripe;6;12;11.5;6
5721;Messejana;Mucuripe;7;13;13.22;6
5722;Parque Dois Irmaos;Meireles;1;19;16.56;6
5723;Cajazeiras;Aldeota;3;19;16.64;6
5724;Parque Dois Irmaos;Dionísio Torres;7;0;12.58;6
5725;Cajazeiras;Dionísio Torres;5;7;16.99;6
5726;Dende;Dionísio Torres;2;22;12.12;6
5727;Dende;Dionísio Torres;2;23;13.1;6
5728;Autran Nunes;Meireles;1;20;11.47;6
5729;Parque Dois Irmaos;Dionísio Torres;6;13;13;6
5730;Dende;Meireles;4;17;13.33;6
5731;Cajazeiras;Meireles;3;16;14.65;6
5732;Parque Dois Irmaos;Dionísio Torres;1;13;14.45;6
5733;Cajazeiras;Aldeota;7;14;11.94;6
5734;Autran Nunes;Aldeota;2;15;14.26;6
5735;Autran Nunes;Aldeota;5;14;14.85;6
5736;Parque Dois Irmaos;Mucuripe;3;12;14.05;6
5737;Dende;Aldeota;2;17;15.56;6
5738;Dende;Mucuripe;6;12;15.77;6
5739;Cajazeiras;Aldeota;7;20;10.85;6
5740;Dende;Mucuripe;4;10;13.73;6
5741;Dende;Meireles;1;23;12.98;6
5742;Cajazeiras;Aldeota;2;7;14.8;6
5743;Parque Dois Irmaos;Mucuripe;7;8;16.15;6
5744;Autran Nunes;Mucuripe;6;9;15.96;6
5745;Cajazeiras;Meireles;7;13;11.95;6
5746;Dende;Mucuripe;4;10;15.48;6
5747;Parque Dois Irmaos;Meireles;4;10;14.04;6
5748;Dende;Dionísio Torres;1;15;12.8;6
5749;Dende;Aldeota;2;22;12.28;6
5750;Dende;Mucuripe;1;8;14.93;6
5751;Dende;Dionísio Torres;6;18;15.26;6
5752;Messejana;Aldeota;1;17;13.78;6
5753;Parque Dois Irmaos;Aldeota;6;14;13.71;6
5754;Dende;Mucuripe;4;14;14.25;6
5755;Parque Dois Irmaos;Meireles;3;12;13.54;6
5756;Cajazeiras;Mucuripe;6;1;12.31;6
5757;Cajazeiras;Dionísio Torres;1;0;12.48;6
5758;Messejana;Dionísio Torres;5;23;12.29;6
5759;Dende;Dionísio Torres;3;4;14.26;6
5760;Autran Nunes;Dionísio Torres;4;18;15.52;6
5761;Dende;Meireles;2;9;16.43;6
5762;Dende;Aldeota;7;10;13.32;6
5763;Messejana;Aldeota;1;23;10.14;6
5764;Cajazeiras;Meireles;7;20;12.42;6
5765;Messejana;Dionísio Torres;4;20;12.73;6
5766;Messejana;Dionísio Torres;2;11;12.38;6
5767;Messejana;Mucuripe;5;5;12.42;6
5768;Parque Dois Irmaos;Aldeota;6;14;15.23;6
5769;Messejana;Mucuripe;6;19;15.95;6
5770;Dende;Dionísio Torres;5;13;13.83;6
5771;Messejana;Meireles;6;1;13.7;6
5772;Parque Dois Irmaos;Aldeota;3;17;15.62;6
5773;Cajazeiras;Dionísio Torres;6;14;12.24;6
5774;Autran Nunes;Dionísio Torres;5;7;15.4;6
5775;Parque Dois Irmaos;Meireles;3;0;10.43;6
5776;Messejana;Mucuripe;7;16;15.04;6
5777;Autran Nunes;Mucuripe;5;20;13.04;6
5778;Dende;Dionísio Torres;7;21;13.16;6
5779;Autran Nunes;Aldeota;5;10;15.5;6
5780;Cajazeiras;Mucuripe;5;14;12.05;6
5781;Dende;Aldeota;7;10;15.56;6
5782;Messejana;Dionísio Torres;6;10;15.07;6
5783;Cajazeiras;Dionísio Torres;7;4;12.42;6
5784;Messejana;Meireles;6;24;12.99;6
5785;Messejana;Meireles;4;14;14.93;6
5786;Messejana;Mucuripe;3;20;11.63;6
5787;Autran Nunes;Meireles;1;14;15.36;6
5788;Cajazeiras;Meireles;6;10;13.86;6
5789;Dende;Aldeota;1;18;14.2;6
5790;Autran Nunes;Dionísio Torres;1;17;13.88;6
5791;Cajazeiras;Aldeota;5;15;15.43;6
5792;Parque Dois Irmaos;Aldeota;2;10;11.67;6
5793;Cajazeiras;Dionísio Torres;2;22;9.85;6
5794;Messejana;Meireles;6;13;15.14;6
5795;Autran Nunes;Aldeota;5;12;13.25;6
5796;Dende;Dionísio Torres;4;14;15.75;6
5797;Dende;Aldeota;1;1;10.88;6
5798;Autran Nunes;Meireles;6;12;14.01;6
5799;Dende;Meireles;5;12;15.03;6
5800;Parque Dois Irmaos;Mucuripe;5;19;14.39;6
5801;Autran Nunes;Aldeota;2;23;12.87;6
5802;Dende;Mucuripe;1;24;12.99;6
5803;Messejana;Aldeota;7;7;16.61;6
5804;Cajazeiras;Dionísio Torres;6;19;15.14;6
5805;Parque Dois Irmaos;Aldeota;7;8;16.6;6
5806;Messejana;Meireles;1;18;13.67;6
5807;Cajazeiras;Dionísio Torres;6;19;15.42;6
5808;Parque Dois Irmaos;Mucuripe;3;20;12.51;6
5809;Messejana;Meireles;1;24;15.74;6
5810;Dende;Meireles;2;20;13.84;6
5811;Parque Dois Irmaos;Aldeota;3;22;13.48;6
5812;Cajazeiras;Aldeota;3;19;14.43;6
5813;Messejana;Dionísio Torres;6;23;13.3;6
5814;Autran Nunes;Dionísio Torres;4;9;13.71;6
5815;Autran Nunes;Dionísio Torres;6;10;14.99;6
5816;Dende;Aldeota;7;8;15.56;6
5817;Dende;Mucuripe;4;24;11.83;6
5818;Parque Dois Irmaos;Mucuripe;2;17;14.41;6
5819;Autran Nunes;Meireles;1;4;12.51;6
5820;Dende;Aldeota;1;0;13.58;6
5821;Messejana;Mucuripe;4;24;11.91;6
5822;Parque Dois Irmaos;Mucuripe;2;18;14.21;6
5823;Messejana;Aldeota;7;24;14.89;6
5824;Dende;Aldeota;6;11;13.19;6
5825;Cajazeiras;Dionísio Torres;1;17;15.59;6
5826;Cajazeiras;Mucuripe;1;6;10.3;6
5827;Dende;Mucuripe;1;10;12.15;6
5828;Cajazeiras;Meireles;3;9;13.3;6
5829;Dende;Meireles;1;11;14.14;6
5830;Cajazeiras;Mucuripe;6;10;12.89;6
5831;Messejana;Mucuripe;3;13;15.6;6
5832;Cajazeiras;Meireles;7;21;12;6
5833;Parque Dois Irmaos;Dionísio Torres;1;21;12.5;6
5834;Autran Nunes;Aldeota;7;12;13.72;6
5835;Cajazeiras;Mucuripe;7;11;12.98;6
5836;Parque Dois Irmaos;Dionísio Torres;4;18;15.65;6
5837;Dende;Mucuripe;5;13;13.72;6
5838;Parque Dois Irmaos;Aldeota;2;9;15.46;6
5839;Parque Dois Irmaos;Meireles;6;13;13.49;6
5840;Parque Dois Irmaos;Mucuripe;7;17;14.35;6
5841;Parque Dois Irmaos;Mucuripe;5;18;14.05;6
5842;Parque Dois Irmaos;Dionísio Torres;7;5;12.45;6
5843;Dende;Dionísio Torres;2;15;11.96;6
5844;Autran Nunes;Aldeota;3;11;14.97;6
5845;Messejana;Aldeota;7;14;15.05;6
5846;Dende;Mucuripe;7;17;13.79;6
5847;Parque Dois Irmaos;Aldeota;4;20;13.87;6
5848;Dende;Aldeota;7;23;11.57;6
5849;Cajazeiras;Mucuripe;6;20;13.3;6
5850;Parque Dois Irmaos;Meireles;1;5;13.7;6
5851;Autran Nunes;Dionísio Torres;7;2;12.63;6
5852;Autran Nunes;Aldeota;6;20;14.1;6
5853;Autran Nunes;Meireles;1;16;12.1;6
5854;Cajazeiras;Meireles;4;14;15.42;6
5855;Dende;Meireles;3;22;13.76;6
5856;Autran Nunes;Meireles;6;10;14.65;6
5857;Parque Dois Irmaos;Aldeota;7;7;14.06;6
5858;Messejana;Dionísio Torres;6;7;15.41;6
5859;Autran Nunes;Meireles;1;20;12.01;6
5860;Dende;Dionísio Torres;2;9;16.93;6
5861;Dende;Meireles;2;10;13.02;6
5862;Parque Dois Irmaos;Meireles;1;13;11.58;6
5863;Autran Nunes;Dionísio Torres;5;20;10.34;6
5864;Autran Nunes;Dionísio Torres;4;14;14.22;6
5865;Cajazeiras;Aldeota;4;20;9.81;6
5866;Parque Dois Irmaos;Aldeota;5;23;14.27;6
5867;Parque Dois Irmaos;Mucuripe;1;6;10.37;6
5868;Autran Nunes;Meireles;7;8;13.66;6
5869;Cajazeiras;Mucuripe;2;5;13.97;6
5870;Autran Nunes;Mucuripe;6;20;10.54;6
5871;Cajazeiras;Mucuripe;1;13;13.31;6
5872;Parque Dois Irmaos;Dionísio Torres;1;22;13.14;6
5873;Dende;Meireles;4;24;12;6
5874;Messejana;Mucuripe;3;21;11.28;6
5875;Dende;Mucuripe;1;2;12.53;6
5876;Messejana;Mucuripe;5;17;15.6;6
5877;Parque Dois Irmaos;Aldeota;7;8;16.03;6
5878;Messejana;Aldeota;1;8;16.35;6
5879;Autran Nunes;Aldeota;6;22;13.69;6
5880;Cajazeiras;Mucuripe;6;12;14.08;6
5881;Dende;Dionísio Torres;5;10;12.31;6
5882;Autran Nunes;Dionísio Torres;1;13;13;6
5883;Parque Dois Irmaos;Mucuripe;4;18;12.95;6
5884;Parque Dois Irmaos;Dionísio Torres;6;18;13.23;6
5885;Parque Dois Irmaos;Dionísio Torres;2;8;13.62;6
5886;Dende;Meireles;3;12;14.93;6
5887;Cajazeiras;Meireles;5;13;15.05;6
5888;Cajazeiras;Mucuripe;1;8;12.55;6
5889;Cajazeiras;Dionísio Torres;5;17;14.74;6
5890;Dende;Dionísio Torres;2;8;13.98;6
5891;Dende;Meireles;3;20;12.57;6
5892;Cajazeiras;Dionísio Torres;7;17;12.93;6
5893;Dende;Meireles;3;9;14.63;6
5894;Dende;Dionísio Torres;7;12;12.95;6
5895;Cajazeiras;Mucuripe;2;10;12;6
5896;Cajazeiras;Mucuripe;1;17;14.17;6
5897;Dende;Aldeota;2;11;14.51;6
5898;Cajazeiras;Mucuripe;7;18;15.21;6
5899;Dende;Dionísio Torres;2;13;15.07;6
5900;Dende;Mucuripe;5;7;14.01;6
5901;Messejana;Aldeota;5;14;12.51;6
5902;Cajazeiras;Dionísio Torres;7;4;11.36;6
5903;Parque Dois Irmaos;Mucuripe;2;9;16.03;6
5904;Dende;Aldeota;7;17;13.91;6
5905;Autran Nunes;Dionísio Torres;2;12;15.35;6
5906;Autran Nunes;Dionísio Torres;7;19;13.38;6
5907;Autran Nunes;Dionísio Torres;3;14;15.38;6
5908;Dende;Dionísio Torres;1;10;14.15;6
5909;Dende;Mucuripe;3;19;16.11;6
5910;Messejana;Mucuripe;6;12;13.81;6
5911;Messejana;Dionísio Torres;7;19;13.61;6
5912;Cajazeiras;Mucuripe;1;21;12.63;6
5913;Cajazeiras;Meireles;7;22;11.4;6
5914;Messejana;Meireles;2;19;16.23;6
5915;Autran Nunes;Meireles;3;17;12.55;6
5916;Messejana;Dionísio Torres;2;12;14.92;6
5917;Parque Dois Irmaos;Meireles;6;14;11.63;6
5918;Autran Nunes;Mucuripe;6;21;11.39;6
5919;Parque Dois Irmaos;Aldeota;6;14;12.34;6
5920;Autran Nunes;Meireles;7;9;13.51;6
5921;Cajazeiras;Mucuripe;6;17;16.32;6
5922;Parque Dois Irmaos;Meireles;6;14;13.04;6
5923;Autran Nunes;Meireles;1;19;16.76;6
5924;Dende;Mucuripe;7;19;15.96;6
5925;Cajazeiras;Mucuripe;7;12;15.81;6
5926;Dende;Aldeota;7;17;13.15;6
5927;Cajazeiras;Dionísio Torres;2;19;14.77;6
5928;Dende;Mucuripe;6;8;14.28;6
5929;Dende;Dionísio Torres;7;13;13.88;6
5930;Dende;Dionísio Torres;7;23;14.49;6
5931;Dende;Dionísio Torres;4;10;13.21;6
5932;Autran Nunes;Mucuripe;1;6;13.54;6
5933;Autran Nunes;Mucuripe;5;17;15.31;6
5934;Autran Nunes;Dionísio Torres;3;20;10.68;6
5935;Dende;Aldeota;4;7;15.25;6
5936;Messejana;Mucuripe;1;17;17.09;6
5937;Messejana;Dionísio Torres;6;21;12.23;6
5938;Parque Dois Irmaos;Aldeota;4;15;14.52;6
5939;Cajazeiras;Dionísio Torres;6;8;15;6
5940;Autran Nunes;Dionísio Torres;3;7;14.2;6
5941;Cajazeiras;Meireles;3;24;14.2;6
5942;Autran Nunes;Aldeota;1;12;14.48;6
5943;Autran Nunes;Meireles;2;9;13.09;6
5944;Dende;Dionísio Torres;1;19;16.98;6
5945;Messejana;Aldeota;3;22;12.13;6
5946;Cajazeiras;Aldeota;4;13;15.69;6
5947;Dende;Meireles;3;20;12.37;6
5948;Parque Dois Irmaos;Aldeota;7;6;10.59;6
5949;Dende;Dionísio Torres;1;18;12.95;6
5950;Messejana;Dionísio Torres;7;10;12.55;6
5951;Cajazeiras;Aldeota;3;12;13.63;6
5952;Parque Dois Irmaos;Mucuripe;7;12;14.29;6
5953;Parque Dois Irmaos;Mucuripe;6;19;17.27;6
5954;Dende;Meireles;2;10;12.3;6
5955;Messejana;Dionísio Torres;3;19;16.24;6
5956;Autran Nunes;Aldeota;7;20;12.56;6
